,CreditScore,Age,HasCrCard,IsActiveMember,EstimatedSalary,Exited,Geography_Germany,Geography_Spain,Gender_Male,Tenure_4-6,Tenure_7-10,Balance_150k+,Balance_Até 100k,Balance_Zerada,NumOfProducts_NumProd2+
7506,0.674,44,0,1,171345.02,1,1,0,0,1,0,0,0,0,0
7507,0.576,44,1,0,119056.68,1,1,0,1,0,1,0,0,0,0
7508,0.566,54,1,1,172601.62,0,1,0,1,1,0,0,0,0,1
7509,0.545,37,0,1,104936.88,0,1,0,1,0,1,0,1,0,1
7510,0.798,36,1,1,159044.1,0,0,0,1,0,0,0,0,1,1
7511,0.757,38,1,0,83263.06,0,0,0,1,0,0,0,0,1,0
7512,0.641,50,1,1,130910.78,0,0,0,1,1,0,1,0,0,1
7513,0.718,29,1,0,126336.72,0,0,0,1,0,0,0,0,1,0
7514,0.699,64,1,0,27980.8,1,0,0,1,0,1,0,0,0,0
7515,0.623,35,1,1,47880.71,0,0,0,0,0,0,0,0,0,0
7516,0.644,40,1,0,73882.49,0,0,0,1,0,1,0,1,0,0
7517,0.586,58,1,0,162960.05,1,0,0,1,0,1,1,0,0,0
7518,0.5,30,1,1,68807.47,0,1,0,1,0,0,0,0,0,1
7519,0.583,42,1,0,144039.05,0,0,0,0,0,1,0,0,1,1
7520,0.595,26,1,1,151192.18,0,1,0,0,0,1,0,0,0,0
7521,0.67,43,0,0,120225.62,0,0,1,1,0,0,0,1,0,0
7522,0.61,41,0,0,56118.81,1,0,0,1,1,0,0,0,1,1
7523,0.814,72,0,1,130853.03,0,0,1,0,0,0,0,0,1,1
7524,0.66,40,1,1,185156.94,0,0,0,0,0,1,1,0,0,0
7525,0.58,35,0,1,35671.45,0,1,0,1,0,1,0,0,0,0
7526,0.85,81,1,1,59568.24,0,0,0,0,0,0,0,0,1,1
7527,0.676,35,0,0,139911.58,0,0,1,1,0,0,0,0,1,1
7528,0.578,46,1,0,56770.76,0,0,0,1,1,0,0,0,0,0
7529,0.579,33,1,1,157564.75,0,0,0,0,0,0,0,0,0,0
7530,0.711,52,0,1,131473.31,0,1,0,0,0,1,0,0,0,0
7531,0.692,40,0,0,90424.09,0,0,0,1,1,0,1,0,0,0
7532,0.76,33,0,1,156660.21,0,0,1,0,0,0,0,0,0,1
7533,0.63,51,0,0,88372.69,1,1,0,0,0,0,0,0,0,1
7534,0.808,32,1,1,46200.71,0,0,0,1,0,0,0,0,1,1
7535,0.611,36,1,0,160548.12,0,1,0,0,0,1,0,0,0,0
7536,0.697,42,1,0,1262.83,1,0,0,0,0,0,0,0,1,0
7537,0.655,38,1,1,188639.28,0,0,0,0,1,0,0,0,1,0
7538,0.601,28,1,0,14665.28,0,0,1,1,1,0,0,0,1,1
7539,0.755,42,1,0,156868.21,0,0,0,1,0,0,0,0,0,0
7540,0.553,37,1,0,30461.55,0,0,0,1,0,0,0,0,1,0
7541,0.723,28,1,1,123885.88,0,0,0,1,1,0,0,0,1,1
7542,0.507,34,1,1,60688.38,0,0,1,0,1,0,0,0,1,1
7543,0.777,43,1,0,21785.91,0,0,0,1,0,0,0,0,1,1
7544,0.566,34,0,0,188135.69,0,0,0,1,0,0,0,0,1,0
7545,0.732,26,1,0,154364.66,0,0,0,1,0,1,0,0,1,1
7546,0.697,42,1,0,61312.15,0,0,0,0,0,1,0,0,1,1
7547,0.555,29,1,1,47454.93,0,0,0,1,1,0,0,0,0,0
7548,0.584,62,0,1,121102.9,0,1,0,0,0,1,0,0,0,1
7549,0.705,44,1,0,137419.87,1,1,0,0,0,1,0,0,0,0
7550,0.688,38,1,1,157664.02,0,0,0,0,0,1,0,0,0,0
7551,0.626,37,1,0,148689.65,0,0,0,0,0,0,0,0,0,1
7552,0.636,76,1,1,39789.62,0,0,1,1,0,1,0,0,0,0
7553,0.719,35,1,1,165162.4,0,0,1,0,0,1,0,0,1,0
7554,0.706,30,0,0,137674.55,1,0,1,1,1,0,0,1,0,1
7555,0.731,41,1,0,101371.72,0,0,1,1,0,0,0,0,1,1
7556,0.738,49,1,1,65066.48,1,0,1,1,0,0,0,0,1,1
7557,0.426,34,1,0,107876.91,0,0,0,1,0,1,0,0,1,1
7558,0.622,36,1,0,111180.3,1,0,1,0,0,0,0,0,0,1
7559,0.701,30,1,0,115650.63,0,0,1,0,0,0,0,0,1,1
7560,0.512,51,1,1,165035.17,0,0,0,1,1,0,0,0,0,0
7561,0.635,41,1,0,193746.55,0,0,0,1,1,0,0,0,0,1
7562,0.685,33,1,0,58458.26,0,0,0,1,1,0,0,0,1,0
7563,0.609,53,0,1,52332.85,0,0,0,1,0,1,0,0,1,1
7564,0.598,38,1,1,75959.1,1,1,0,1,0,0,0,0,0,0
7565,0.708,52,1,0,123.07,1,0,0,1,0,1,0,0,0,0
7566,0.574,36,1,0,167066.95,1,0,1,1,1,0,0,1,0,0
7567,0.629,44,0,0,117572.59,1,0,0,1,1,0,0,0,1,1
7568,0.422,54,1,1,7166.71,0,0,1,0,1,0,0,0,1,1
7569,0.656,28,1,1,137173.39,0,0,1,1,0,1,0,0,0,0
7570,0.697,32,1,0,116442.42,1,0,0,1,0,1,1,0,0,1
7571,0.718,52,1,1,32421.32,1,0,0,1,0,1,0,1,0,1
7572,0.586,37,0,1,104665.79,0,1,0,1,0,1,1,0,0,1
7573,0.481,37,1,0,44215.86,0,0,1,0,0,1,0,0,1,1
7574,0.749,33,1,0,20164.47,0,0,0,0,0,0,0,1,0,0
7575,0.561,49,1,1,26691.31,0,1,0,1,1,0,0,1,0,0
7576,0.676,27,0,1,107955.67,0,0,1,1,1,0,0,0,1,0
7577,0.615,43,1,1,150048.37,0,1,0,1,0,0,0,1,0,0
7578,0.582,39,1,0,192255.15,0,0,0,0,0,0,0,0,0,1
7579,0.601,40,0,0,173245.68,0,0,0,1,0,1,0,0,0,0
7580,0.708,34,0,1,121457.88,1,0,0,1,0,0,0,0,1,0
7581,0.708,42,1,1,104804.74,0,1,0,1,0,1,1,0,0,1
7582,0.797,33,0,0,69767.14,0,1,0,0,0,1,0,1,0,0
7583,0.682,26,1,0,178373.43,0,0,0,1,0,1,0,0,1,1
7584,0.694,39,0,0,99924.04,0,0,1,0,0,1,0,0,1,1
7585,0.49,40,1,1,49594.19,1,0,0,0,0,0,0,0,1,0
7586,0.828,42,1,1,186071.14,0,0,1,1,0,1,0,0,1,0
7587,0.594,38,1,0,77511.45,0,0,1,0,0,1,0,1,0,0
7588,0.579,33,1,1,54816.57,0,0,1,1,0,0,0,0,1,1
7589,0.723,35,0,1,61290.99,0,0,0,0,0,0,0,0,1,1
7590,0.619,42,1,1,191821.35,1,1,0,0,0,1,0,0,0,1
7591,0.794,30,0,1,156768.45,0,0,1,0,0,0,1,0,0,0
7592,0.674,44,1,0,73731.32,0,1,0,1,0,0,0,1,0,0
7593,0.418,28,1,0,122190.22,0,0,0,1,0,1,0,1,0,0
7594,0.502,33,1,1,123509.01,0,0,0,1,0,1,0,0,1,1
7595,0.678,50,1,0,8199.5,0,0,0,0,1,0,0,0,1,0
7596,0.599,40,1,1,14113.11,0,1,0,1,0,1,0,0,0,1
7597,0.736,29,0,0,51705.01,0,0,0,1,1,0,0,0,1,1
7598,0.43,60,1,0,161937.62,1,0,0,0,0,1,0,1,0,0
7599,0.537,45,1,0,120892.96,1,0,0,0,0,1,1,0,0,0
7600,0.683,30,1,1,65035.02,0,0,1,1,0,0,0,0,0,0
7601,0.828,31,0,1,164257.37,0,0,0,1,0,1,0,0,1,0
7602,0.691,29,1,0,51987.99,0,0,0,0,0,1,0,0,0,0
7603,0.608,28,1,0,10899.63,1,0,1,0,1,0,0,0,1,1
7604,0.691,60,1,0,177355.8,1,0,0,0,1,0,0,0,0,0
7605,0.718,39,0,1,63889.1,0,0,1,1,1,0,0,0,1,1
7606,0.68,31,1,1,176433.6,0,1,0,0,0,0,0,0,0,1
7607,0.838,41,1,0,81313.51,0,0,1,0,1,0,0,0,1,1
7608,0.695,31,0,1,13998.88,0,0,1,0,1,0,0,0,1,1
7609,0.681,46,1,0,5771.56,0,0,0,1,0,0,0,0,0,0
7610,0.762,36,1,1,42693.65,0,0,0,1,1,0,0,0,0,0
7611,0.751,38,0,0,90839.61,0,0,1,1,0,1,0,0,1,1
7612,0.678,28,1,1,54144.01,0,0,1,1,1,0,0,0,0,0
7613,0.634,37,1,1,184312.88,0,0,0,0,0,1,0,1,0,1
7614,0.749,37,1,0,20306.79,0,0,0,1,0,1,0,0,1,1
7615,0.59,37,1,1,128256.18,0,0,1,1,1,0,1,0,0,0
7616,0.61,27,1,0,182720.07,0,0,0,0,1,0,0,1,0,1
7617,0.502,33,0,1,4082.52,0,0,0,1,0,1,0,0,1,1
7618,0.578,40,0,0,102233.73,0,0,0,0,0,1,0,0,1,1
7619,0.547,32,1,0,132002.83,0,0,0,0,0,0,0,0,1,1
7620,0.579,27,1,0,126838.7,0,0,0,0,0,1,0,0,1,1
7621,0.661,39,0,0,181461.46,0,0,0,1,1,0,0,0,1,1
7622,0.794,46,1,0,195325.74,0,0,0,1,1,0,0,0,1,1
7623,0.719,61,0,1,29132.43,0,0,0,1,1,0,0,0,1,1
7624,0.728,69,1,1,131804.86,0,0,0,0,0,0,0,0,1,1
7625,0.598,19,1,1,173784.04,0,1,0,1,0,0,1,0,0,0
7626,0.822,46,1,0,26249.86,0,1,0,0,0,0,0,0,0,1
7627,0.67,40,1,1,182650.15,0,0,1,0,0,0,0,0,1,0
7628,0.85,28,1,0,196582.55,0,0,0,1,0,1,0,1,0,0
7629,0.723,68,0,0,141977.54,1,1,0,0,0,0,0,0,0,0
7630,0.705,42,1,1,55313.51,0,1,0,1,0,1,1,0,0,1
7631,0.677,40,1,1,62944.75,0,0,1,1,0,1,0,1,0,0
7632,0.736,43,1,0,72375.03,0,0,0,1,1,0,1,0,0,0
7633,0.661,47,0,0,188324.01,1,1,0,0,0,0,0,0,0,0
7634,0.501,38,0,1,133403.07,0,1,0,1,0,1,0,1,0,1
7635,0.516,29,1,0,157378.5,0,0,0,0,0,0,0,0,0,0
7636,0.517,59,1,0,101240.08,1,1,0,0,0,1,1,0,0,1
7637,0.766,32,1,1,102502.5,0,0,0,1,1,0,1,0,0,0
7638,0.52,23,1,1,37577.66,0,1,0,0,0,0,0,0,0,1
7639,0.541,46,1,1,83456.67,0,0,0,1,1,0,0,0,1,1
7640,0.79,34,1,0,199420.41,0,1,0,0,0,0,1,0,0,0
7641,0.797,31,1,1,24748.89,0,0,0,1,0,1,0,0,1,1
7642,0.811,40,1,1,121765.0,0,0,0,1,0,0,0,0,0,0
7643,0.722,32,1,1,113666.48,0,0,1,0,1,0,0,0,1,1
7644,0.675,28,1,0,134110.93,0,0,0,1,0,1,0,0,1,0
7645,0.66,39,1,0,183095.87,0,1,0,1,0,1,0,0,0,1
7646,0.566,32,1,1,159891.03,0,0,1,1,0,1,0,0,0,0
7647,0.768,25,1,1,8316.19,0,0,0,1,0,0,0,1,0,0
7648,0.61,31,0,0,63736.36,0,0,1,0,1,0,0,0,1,1
7649,0.715,31,1,1,94715.24,0,0,0,0,0,0,0,0,0,0
7650,0.75,42,1,0,68695.38,0,1,0,1,0,1,1,0,0,1
7651,0.431,45,0,0,36899.62,0,1,0,1,1,0,0,1,0,1
7652,0.704,24,1,0,182775.08,0,0,0,1,0,0,0,0,0,1
7653,0.535,30,0,0,62390.59,1,0,1,0,1,0,0,0,0,0
7654,0.614,38,1,1,76042.48,0,0,0,0,1,0,0,1,0,0
7655,0.748,38,0,1,70956.75,0,0,0,1,1,0,0,0,0,0
7656,0.492,51,1,1,67311.12,0,1,0,1,0,1,0,0,0,1
7657,0.573,40,1,1,110454.46,0,0,0,1,0,1,0,0,0,0
7658,0.706,53,0,0,88479.02,1,0,1,0,0,0,0,0,1,1
7659,0.68,31,1,1,122639.73,0,0,0,1,0,1,0,0,0,0
7660,0.458,36,1,0,79723.78,0,0,1,1,1,0,0,0,1,1
7661,0.612,44,1,1,97677.52,1,1,0,1,0,0,0,0,0,0
7662,0.809,50,1,1,100720.02,1,1,0,1,0,1,0,0,0,0
7663,0.59,39,1,1,104730.52,0,0,0,1,0,1,0,0,1,1
7664,0.602,35,1,1,22499.29,0,0,0,1,0,1,0,0,1,0
7665,0.54,37,1,0,28257.89,0,0,1,1,0,0,0,0,0,0
7666,0.494,25,0,1,109988.09,0,0,0,1,1,0,0,0,1,1
7667,0.797,29,0,1,149991.32,0,0,0,1,0,0,0,0,1,0
7668,0.526,61,1,1,45180.8,0,1,0,1,1,0,0,0,0,1
7669,0.631,38,1,0,181605.85,0,0,1,1,0,1,0,0,1,1
7670,0.576,29,1,1,126469.09,0,0,0,0,1,0,0,0,0,0
7671,0.405,39,1,0,160810.85,1,0,0,1,0,1,0,0,1,0
7672,0.555,30,0,0,88146.86,0,0,0,1,0,0,0,0,1,1
7673,0.75,37,0,0,88333.74,0,0,1,0,0,0,0,0,0,0
7674,0.665,28,1,0,90174.83,0,0,0,1,0,1,0,0,0,0
7675,0.64,37,1,0,81298.09,0,0,1,1,1,0,1,0,0,0
7676,0.457,33,0,1,60013.17,0,0,0,0,0,1,0,0,0,0
7677,0.695,36,1,0,100940.91,0,0,0,1,1,0,1,0,0,0
7678,0.645,31,1,0,12599.94,1,0,0,1,0,1,1,0,0,1
7679,0.647,32,1,1,128590.73,0,0,1,1,0,1,0,1,0,0
7680,0.808,25,0,1,23180.37,0,0,1,1,0,1,0,0,1,1
7681,0.641,33,1,1,55796.83,1,0,0,1,0,0,0,0,0,1
7682,0.7,29,0,1,152097.02,0,0,1,1,0,1,0,0,1,1
7683,0.66,26,0,1,162443.05,0,1,0,1,1,0,0,0,0,0
7684,0.615,41,1,1,55551.26,0,0,1,1,0,0,0,0,0,0
7685,0.705,40,1,1,109496.69,0,1,0,0,0,0,0,1,0,0
7686,0.718,48,1,1,72105.63,0,0,0,1,0,1,0,0,1,1
7687,0.754,61,1,1,41815.22,1,0,0,1,1,0,0,0,0,0
7688,0.713,45,1,0,74005.04,1,1,0,1,1,0,0,0,0,0
7689,0.587,46,0,0,70224.34,0,0,0,0,1,0,0,1,0,0
7690,0.569,31,0,0,145528.22,0,0,1,1,0,0,0,0,0,0
7691,0.568,38,0,1,124486.28,0,0,0,0,0,0,0,0,0,0
7692,0.634,74,1,0,10078.02,0,1,0,1,1,0,0,0,0,0
7693,0.77,46,0,0,164967.21,0,1,0,0,1,0,0,0,0,1
7694,0.676,64,1,1,91149.48,0,0,1,0,1,0,0,0,0,0
7695,0.723,47,0,0,103379.31,1,1,0,0,0,1,0,1,0,1
7696,0.614,39,1,1,128049.34,1,1,0,0,0,1,0,0,0,0
7697,0.601,41,1,0,54342.83,0,0,1,0,0,0,0,0,1,1
7698,0.592,60,1,1,13614.01,1,0,0,1,0,1,0,0,1,1
7699,0.605,36,0,1,35521.63,0,0,1,0,0,1,0,0,1,1
7700,0.752,31,1,0,40496.72,0,0,1,0,1,0,0,0,0,1
7701,0.677,29,0,0,91903.9,1,0,0,0,0,0,0,1,0,0
7702,0.85,31,1,0,178667.7,0,0,0,1,0,1,0,0,1,1
7703,0.608,48,1,0,32202.61,0,1,0,0,0,0,0,0,0,1
7704,0.786,34,1,0,117034.32,0,0,1,0,0,1,0,0,1,1
7705,0.777,29,1,1,163746.09,1,0,0,0,0,1,0,0,0,0
7706,0.667,31,1,1,20346.69,0,0,1,1,1,0,0,0,1,1
7707,0.848,35,1,0,84710.65,0,0,1,1,1,0,0,0,0,1
7708,0.486,39,0,1,120531.31,0,0,0,0,0,1,0,1,0,0
7709,0.598,64,1,1,152273.57,0,0,1,0,0,0,0,1,0,0
7710,0.506,40,1,1,144345.58,0,0,0,0,0,0,0,0,1,0
7711,0.612,46,1,1,96961.0,1,1,0,1,0,1,1,0,0,0
7712,0.545,30,1,0,170307.43,0,0,0,1,0,0,0,0,1,1
7713,0.793,56,1,0,29880.99,0,0,0,1,0,1,0,0,0,1
7714,0.682,30,1,1,195104.91,0,0,0,0,0,1,0,0,1,1
7715,0.517,62,1,0,187756.24,1,0,0,1,0,0,0,1,0,1
7716,0.684,32,0,1,67599.69,0,0,0,1,0,1,0,0,0,1
7717,0.692,46,1,1,105983.09,0,0,1,1,0,0,0,0,1,1
7718,0.74,60,0,0,25980.42,1,0,0,0,1,0,0,0,0,1
7719,0.666,71,1,1,112222.64,0,1,0,1,0,0,0,1,0,1
7720,0.693,68,1,1,59864.96,0,0,0,1,0,0,0,0,1,1
7721,0.757,33,1,0,42581.09,0,1,0,1,0,0,0,0,0,0
7722,0.684,18,0,1,4777.23,0,1,0,1,0,1,0,1,0,0
7723,0.691,35,0,1,178038.17,0,0,1,1,1,0,0,0,1,1
7724,0.842,44,0,1,128521.16,1,0,0,1,0,0,0,0,0,1
7725,0.482,35,0,0,109029.72,0,0,0,0,1,0,0,0,0,1
7726,0.735,55,1,0,2267.88,0,0,0,1,1,0,0,0,0,0
7727,0.681,63,1,1,55054.48,0,0,0,0,0,1,0,0,1,1
7728,0.616,31,0,1,76456.17,0,0,0,0,0,1,0,0,1,0
7729,0.85,35,1,0,75478.95,1,0,0,0,0,0,0,0,0,1
7730,0.635,43,0,1,179144.54,0,0,0,1,0,1,0,0,0,1
7731,0.638,42,1,0,193471.74,1,1,0,1,0,1,0,0,0,0
7732,0.82,31,1,0,103570.8,0,0,1,0,0,0,0,1,0,0
7733,0.694,58,0,0,102628.56,1,1,0,0,0,0,0,0,0,0
7734,0.713,41,1,0,55772.04,0,0,0,1,0,0,0,0,1,1
7735,0.543,41,1,1,192070.16,1,1,0,1,1,0,0,0,0,0
7736,0.649,41,1,1,144808.37,0,0,0,0,0,0,0,0,0,0
7737,0.777,30,1,0,5008.23,1,0,0,0,1,0,0,0,0,0
7738,0.561,33,0,0,173680.39,0,0,0,1,1,0,0,0,1,1
7739,0.724,41,0,1,115753.94,0,0,1,1,1,0,0,0,1,0
7740,0.665,51,1,1,38928.48,1,0,1,0,0,1,0,0,1,0
7741,0.441,60,0,1,174381.23,0,0,0,1,0,0,0,0,0,0
7742,0.579,22,1,1,49829.8,0,0,1,1,0,0,0,0,0,0
7743,0.777,35,1,1,76169.68,0,1,0,1,0,1,0,0,0,0
7744,0.739,36,0,0,133465.57,0,0,0,0,0,0,0,0,1,1
7745,0.66,40,1,1,38761.61,0,0,0,1,1,0,0,0,0,1
7746,0.554,35,1,1,176779.46,0,0,0,0,0,1,0,0,1,1
7747,0.85,24,1,1,13159.9,0,0,0,0,1,0,0,0,1,1
7748,0.842,35,1,0,48217.97,1,1,0,0,0,1,0,0,0,0
7749,0.785,38,1,0,134964.85,1,0,0,0,0,0,0,0,1,0
7750,0.55,25,1,1,184221.11,0,0,0,1,0,0,0,0,1,1
7751,0.75,39,0,0,19264.33,0,0,1,0,1,0,0,0,1,1
7752,0.49,38,1,1,92797.23,0,0,1,0,0,0,0,1,0,0
7753,0.605,28,1,0,33114.24,0,1,0,1,0,1,0,0,0,0
7754,0.563,42,1,0,154347.95,1,0,1,0,1,0,0,1,0,1
7755,0.675,34,1,1,184842.21,0,0,0,1,0,1,0,0,1,1
7756,0.621,36,1,1,155743.48,0,0,1,0,0,1,0,0,0,0
7757,0.85,40,0,1,88815.25,0,0,0,1,1,0,0,1,0,0
7758,0.711,41,1,1,193747.57,0,0,0,1,0,0,0,0,1,1
7759,0.549,55,0,1,116548.02,1,1,0,0,0,0,0,0,0,1
7760,0.764,34,1,0,166324.79,1,1,0,1,1,0,0,0,0,1
7761,0.627,30,1,1,40199.01,0,1,0,1,0,0,0,0,0,1
7762,0.85,34,0,0,51919.04,0,0,0,0,0,0,0,0,1,1
7763,0.614,36,1,1,73329.08,0,0,1,0,0,0,0,1,0,0
7764,0.685,44,1,0,145387.05,1,1,0,0,0,0,0,0,0,0
7765,0.683,49,0,0,140763.18,0,1,0,0,0,1,0,0,0,1
7766,0.643,35,0,0,67979.35,0,0,1,1,0,0,0,0,1,1
7767,0.561,49,1,0,133051.64,1,1,0,0,0,0,0,0,0,0
7768,0.601,20,1,0,86791.9,0,0,1,0,0,1,0,0,0,1
7769,0.766,27,0,1,47579.25,0,0,0,0,0,1,1,0,0,1
7770,0.699,29,1,1,151623.71,0,0,0,1,0,0,0,0,0,0
7771,0.85,29,1,1,164039.51,0,1,0,1,0,0,1,0,0,0
7772,0.792,50,1,0,16528.4,1,1,0,0,1,0,0,0,0,0
7773,0.636,67,0,1,66753.1,1,1,0,1,0,1,0,0,0,0
7774,0.85,43,0,1,19244.58,0,1,0,1,1,0,0,0,0,1
7775,0.628,40,1,0,103832.58,0,0,1,1,0,1,0,0,1,1
7776,0.736,63,0,1,502.7,0,0,0,0,0,1,0,0,1,1
7777,0.711,21,0,1,1408.68,0,0,0,0,0,0,0,1,0,1
7778,0.583,22,0,1,5985.36,0,0,1,0,0,0,0,0,1,1
7779,0.757,46,1,0,37460.05,0,0,0,1,0,0,0,0,1,1
7780,0.749,33,0,1,30396.43,0,1,0,0,0,1,0,1,0,0
7781,0.705,34,1,0,2498.67,0,0,0,1,0,1,0,0,0,0
7782,0.585,54,1,1,55346.14,0,0,0,1,0,1,0,1,0,0
7783,0.437,43,1,0,148330.97,1,0,0,0,1,0,0,0,1,0
7784,0.741,64,1,1,59237.72,0,0,0,0,0,0,0,1,0,0
7785,0.738,26,1,1,48644.94,0,0,0,1,0,1,0,0,1,1
7786,0.586,33,1,1,140759.03,0,0,1,0,0,1,0,1,0,1
7787,0.627,57,1,1,107712.42,0,0,0,0,0,1,0,0,1,1
7788,0.551,76,1,1,181718.73,0,0,1,1,0,0,0,0,0,1
7789,0.606,38,0,0,37054.65,0,1,0,1,0,0,0,1,0,0
7790,0.674,22,1,1,173940.59,0,0,0,1,0,0,0,0,1,0
7791,0.584,31,1,0,99298.8,0,1,0,0,1,0,1,0,0,0
7792,0.59,40,1,0,62933.03,0,0,0,1,0,1,0,0,1,1
7793,0.585,56,1,1,55287.84,0,0,0,1,1,0,0,0,0,1
7794,0.508,25,0,1,48197.06,0,0,0,0,0,0,0,0,0,0
7795,0.458,44,1,0,178642.73,0,1,0,1,0,1,0,1,0,0
7796,0.692,36,1,1,8282.22,0,0,0,0,0,0,0,0,1,1
7797,0.502,33,1,0,33300.56,0,1,0,1,1,0,1,0,0,1
7798,0.518,46,1,0,76515.79,0,0,0,1,0,0,0,0,1,1
7799,0.66,46,1,1,33680.56,0,1,0,1,1,0,0,0,0,1
7800,0.698,52,1,0,168886.39,1,1,0,0,0,0,0,0,0,0
7801,0.678,54,0,0,191746.23,1,0,0,1,0,1,0,0,0,0
7802,0.773,63,1,1,93091.02,0,0,1,1,0,1,0,0,0,0
7803,0.619,52,0,0,23904.52,0,1,0,0,0,1,0,0,0,0
7804,0.684,59,0,1,15807.07,0,1,0,1,0,1,0,0,0,0
7805,0.635,34,1,1,83773.02,0,0,0,1,0,0,0,0,0,1
7806,0.68,25,1,1,90162.35,0,0,0,0,1,0,0,0,0,0
7807,0.608,34,1,1,36639.25,0,1,0,1,0,0,0,0,0,0
7808,0.603,55,1,0,139469.11,1,1,0,0,0,1,0,0,0,1
7809,0.579,43,1,1,198402.37,1,0,1,1,0,0,0,0,0,0
7810,0.756,34,0,0,194584.48,0,1,0,0,0,0,0,0,0,0
7811,0.611,30,0,0,159629.64,0,0,0,1,0,0,0,0,0,0
7812,0.532,24,0,0,34231.48,0,1,0,1,0,1,0,0,0,0
7813,0.684,63,1,0,69643.31,1,1,0,0,0,0,0,1,0,0
7814,0.647,33,0,0,90270.16,0,1,0,0,0,0,1,0,0,1
7815,0.583,38,1,0,47848.56,0,0,0,1,0,1,0,0,1,0
7816,0.774,42,1,1,162865.52,0,1,0,1,0,0,0,0,0,1
7817,0.677,58,0,1,168650.4,0,0,0,1,0,1,0,0,1,0
7818,0.542,25,0,0,54372.37,0,1,0,1,0,1,0,0,0,0
7819,0.613,29,0,1,133897.32,0,0,1,1,0,0,0,0,1,1
7820,0.666,40,1,0,147878.05,0,0,0,1,1,0,0,0,1,1
7821,0.777,28,0,1,118313.38,0,0,0,0,0,0,0,0,0,0
7822,0.581,50,1,0,181224.24,1,1,0,1,0,0,0,0,0,1
7823,0.705,32,1,0,7921.57,0,0,0,1,0,1,0,0,1,1
7824,0.673,44,0,1,5708.19,0,0,0,0,0,1,0,0,0,0
7825,0.594,23,1,0,56756.52,1,1,0,0,1,0,0,0,0,1
7826,0.648,51,1,0,4121.04,1,1,0,0,0,0,0,0,0,0
7827,0.605,41,0,1,97213.09,0,0,0,1,0,1,0,0,1,1
7828,0.734,40,1,1,12799.23,0,0,0,0,0,1,1,0,0,0
7829,0.572,36,0,1,50400.32,0,0,0,0,0,1,0,1,0,1
7830,0.595,33,1,1,41447.86,0,0,0,0,0,1,0,0,1,1
7831,0.749,42,0,1,185543.35,0,0,0,1,0,0,0,1,0,1
7832,0.573,46,0,1,189988.65,1,0,1,1,0,0,0,1,0,0
7833,0.624,33,0,1,170819.01,0,0,1,1,1,0,0,1,0,0
7834,0.703,56,0,0,85547.33,1,0,0,1,0,1,0,0,1,0
7835,0.665,41,1,0,137037.97,0,0,0,0,0,1,0,1,0,0
7836,0.648,42,1,0,19283.14,0,0,0,1,1,0,0,0,1,1
7837,0.85,48,1,0,169425.3,1,0,1,1,0,0,0,0,1,0
7838,0.569,32,1,1,132038.65,0,1,0,0,0,1,0,0,0,0
7839,0.566,21,1,1,3626.47,0,0,0,0,0,0,0,0,1,1
7840,0.537,47,1,1,50881.51,0,1,0,0,1,0,0,0,0,1
7841,0.706,46,1,1,149170.25,1,1,0,0,0,1,0,0,0,0
7842,0.734,43,0,0,182505.68,0,0,0,1,0,1,0,0,0,0
7843,0.586,36,1,0,194072.56,1,1,0,0,1,0,0,0,0,0
7844,0.612,38,1,1,9209.21,0,0,0,0,0,0,0,0,1,1
7845,0.648,34,1,1,167931.81,0,0,0,1,0,0,0,0,1,0
7846,0.557,27,1,1,123096.56,0,0,0,0,0,0,0,1,0,0
7847,0.643,20,1,1,3965.69,0,0,1,0,0,0,0,0,0,0
7848,0.433,49,1,1,87711.61,0,0,0,0,0,1,0,0,1,0
7849,0.643,41,1,1,49667.28,0,1,0,1,0,1,1,0,0,0
7850,0.488,36,1,0,136675.22,0,0,0,0,0,0,0,0,1,1
7851,0.758,68,1,0,35865.44,1,1,0,1,1,0,0,0,0,0
7852,0.743,39,0,1,26136.13,0,1,0,1,0,0,0,0,0,0
7853,0.73,47,1,0,33373.26,1,0,0,0,0,1,0,0,1,0
7854,0.746,49,0,1,10096.25,0,0,1,1,0,1,0,0,1,1
7855,0.666,59,1,1,188782.3,0,1,0,0,0,1,1,0,0,1
7856,0.58,33,0,0,79775.19,0,1,0,0,0,1,0,0,0,1
7857,0.85,27,0,0,152740.16,0,0,0,1,1,0,0,1,0,1
7858,0.563,22,0,1,5791.85,0,0,0,1,0,0,0,0,0,0
7859,0.766,28,1,1,13182.43,0,1,0,0,0,0,0,1,0,1
7860,0.659,32,0,1,187551.24,0,0,0,1,0,1,0,1,0,0
7861,0.607,28,1,1,110560.14,0,0,1,1,0,0,0,0,0,1
7862,0.644,35,1,1,63795.62,0,1,0,1,1,0,1,0,0,1
7863,0.746,47,1,1,62086.62,0,0,0,1,0,1,0,0,0,0
7864,0.588,33,1,1,12483.56,0,0,1,1,0,0,0,0,1,1
7865,0.691,30,0,1,10963.04,0,0,1,1,0,1,0,0,1,1
7866,0.666,38,1,1,8247.0,0,0,0,0,1,0,0,0,0,0
7867,0.64,46,1,1,156260.08,0,0,1,0,0,0,0,0,1,0
7868,0.611,29,1,1,26927.69,0,1,0,0,1,0,0,1,0,1
7869,0.651,45,1,0,84782.42,1,0,1,0,0,1,0,1,0,0
7870,0.529,29,1,0,19842.11,0,0,0,0,0,1,0,0,1,1
